id_pedido,fecha_entrega,transportista,status_envio
ID-3608,12/09/2025,Ocasa,Entregado
ID-3610,25/03/2025,Andreani,devuelto
3611.0,03/03/2025,Ocasa,en camino
3612,02/02/2025,Ocasa,devuelto
3613,05/09/2025,Correo Argentino,ENTREGADO
3614,06/06/2025,Ocasa,devuelto
3615,25/08/2025,Moto,en camino
ID-3616,14/06/2025,Andreani,Entregado
3617,07/11/2025,Ocasa,en camino
3618,25/09/2025,Andreani,Entregado
3619 ,16/06/2025,Andreani,Entregado
ID-3620,19/02/2025,Moto,Entregado
3622,05/01/2026,Ocasa,Entregado
3623,23/01/2025,Ocasa,Entregado
3624,01/07/2025,Ocasa,Entregado
3626,20/07/2025,Moto,ENTREGADO
3627,17/06/2025,Andreani,ENTREGADO
3628,19/12/2025,Moto,Entregado
3629,04/12/2025,Moto,devuelto
3630,19/03/2025,Ocasa,Entregado
3632,17/06/2025,Correo Argentino,Entregado
3634,02/07/2025,Moto,en camino
3635,31/03/2025,Correo Argentino,Entregado
3636,25/12/2025,Andreani,Entregado
3637,07/09/2025,Correo Argentino,Entregado
3638,19/10/2025,Andreani,devuelto
3639,14/01/2026,Correo Argentino,ENTREGADO
3640,30/05/2025,Andreani,Entregado
3641,18/04/2025,Andreani,en camino
3642,18/02/2025,Ocasa,ENTREGADO
3643,18/12/2025,Andreani,en camino
3644,03/03/2025,Ocasa,Entregado
3645,10/09/2025,Moto,devuelto
3646,16/12/2025,Ocasa,en camino
ID-3647.0,01/11/2025,Andreani,Entregado
3648,21/07/2025,Moto,ENTREGADO
3649,02/03/2025,Correo Argentino,ENTREGADO
3650,15/08/2025,Andreani,devuelto
3651,16/07/2025,Andreani,devuelto
3652,11/03/2025,Moto,ENTREGADO
3653,11/02/2025,Andreani,ENTREGADO
3654,27/04/2025,Ocasa,ENTREGADO
3655,19/02/2025,Andreani,devuelto
3656,13/04/2025,Moto,en camino
3657,17/11/2025,Andreani,devuelto
3658,10/04/2025,Ocasa,Entregado
3659,21/06/2025,Ocasa,devuelto
3660,02/01/2026,Andreani,devuelto
3661,29/10/2025,Andreani,en camino
ID-3662,28/08/2025,Ocasa,en camino
3663,02/02/2025,Andreani,Entregado
3664,13/04/2025,Andreani,en camino
3665,11/04/2025,Andreani,en camino
3666,08/09/2025,Ocasa,ENTREGADO
3667,20/06/2025,Andreani,devuelto
3668,28/02/2025,Andreani,en camino
3669,06/10/2025,Andreani,ENTREGADO
3670,09/04/2025,Ocasa,ENTREGADO
3671,22/02/2025,Ocasa,en camino
3672,10/12/2025,Correo Argentino,Entregado
3673,01/06/2025,Ocasa,ENTREGADO
ID-3674,31/07/2025,Moto,devuelto
3675,01/11/2025,Correo Argentino,en camino
3676,02/03/2025,Ocasa,ENTREGADO
3677,18/08/2025,Ocasa,ENTREGADO
3678,08/06/2025,Correo Argentino,ENTREGADO
3679,05/05/2025,Moto,Entregado
3680,22/06/2025,Moto,Entregado
3681,05/12/2025,Ocasa,en camino
3682,04/11/2025,Correo Argentino,en camino
3683,17/07/2025,Correo Argentino,devuelto
3684,06/10/2025,Moto,devuelto
3685,28/04/2025,Andreani,ENTREGADO
3686,02/02/2025,Moto,devuelto
3687,13/09/2025,Moto,Entregado
3688,27/05/2025,Andreani,devuelto
3689,13/01/2025,Ocasa,devuelto
3690,01/07/2025,Andreani,Entregado
3691,09/09/2025,Moto,Entregado
3692,17/11/2025,Ocasa,devuelto
3693,07/07/2025,Andreani,Entregado
3694,14/11/2025,Andreani,devuelto
3695,06/05/2025,Ocasa,ENTREGADO
3696,11/08/2025,Ocasa,ENTREGADO
3697,16/04/2025,Ocasa,Entregado
3698,25/05/2025,Andreani,en camino
3699,25/12/2025,Ocasa,devuelto
3700,05/08/2025,Correo Argentino,en camino
3701,03/08/2025,Andreani,en camino
3702,13/09/2025,Correo Argentino,ENTREGADO
3703,15/04/2025,Moto,en camino
3704,04/09/2025,Ocasa,Entregado
3705,13/04/2025,Correo Argentino,en camino
3706,26/04/2025,Ocasa,devuelto
3707,01/10/2025,Ocasa,Entregado
3708,18/12/2025,Correo Argentino,devuelto
3710,20/02/2025,Andreani,Entregado
3711,07/11/2025,Moto,ENTREGADO
3712,06/01/2025,Andreani,en camino
3713,11/11/2025,Ocasa,ENTREGADO
3714,14/11/2025,Ocasa,Entregado
3715,07/05/2025,Correo Argentino,en camino
3716,19/09/2025,Andreani,en camino
3717,05/03/2025,Andreani,en camino
3718,21/01/2025,Ocasa,Entregado
3719,02/05/2025,Andreani,ENTREGADO
3720,21/05/2025,Correo Argentino,en camino
3721,05/07/2025,Andreani,en camino
3722,17/12/2025,Andreani,ENTREGADO
3723,13/03/2025,Andreani,ENTREGADO
3725,11/08/2025,Correo Argentino,en camino
3726,22/04/2025,Andreani,Entregado
3727,17/03/2025,Correo Argentino,Entregado
3728,14/11/2025,Correo Argentino,Entregado
3729,24/06/2025,Ocasa,devuelto
3730,26/04/2025,Moto,en camino
3731,24/01/2025,Correo Argentino,Entregado
3732,19/08/2025,Moto,ENTREGADO
3733,17/01/2025,Andreani,devuelto
3734,26/02/2025,Andreani,Entregado
3735,02/11/2025,Ocasa,en camino
3737,08/10/2025,Ocasa,ENTREGADO
3738,07/10/2025,Andreani,devuelto
ID-3739 ,23/08/2025,Ocasa,ENTREGADO
3740,14/11/2025,Andreani,Entregado
3741,03/03/2025,Moto,devuelto
3742,14/09/2025,Andreani,ENTREGADO
3743,24/04/2025,Andreani,ENTREGADO
3744,22/08/2025,Correo Argentino,ENTREGADO
3746,29/09/2025,Andreani,devuelto
3747,01/02/2025,Andreani,Entregado
3748,22/03/2025,Andreani,en camino
3749,21/10/2025,Andreani,devuelto
3750,23/03/2025,Correo Argentino,devuelto
3751,24/05/2025,Andreani,en camino
3752 ,11/07/2025,Ocasa,devuelto
3754,09/03/2025,Andreani,Entregado
3755,25/11/2025,Andreani,ENTREGADO
3756,02/12/2025,Andreani,ENTREGADO
3757,13/06/2025,Moto,en camino
3758,21/10/2025,Ocasa,Entregado
3759,12/08/2025,Ocasa,en camino
3760,05/07/2025,Correo Argentino,en camino
3761,27/06/2025,Correo Argentino,en camino
3762,27/10/2025,Andreani,en camino
3763,13/09/2025,Ocasa,en camino
3764,16/06/2025,Ocasa,en camino
3765,26/03/2025,Andreani,ENTREGADO
3766,18/11/2025,Correo Argentino,devuelto
3767,06/02/2025,Moto,devuelto
3768.0,05/12/2025,Ocasa,ENTREGADO
3769,20/12/2025,Correo Argentino,en camino
3770,01/04/2025,Andreani,devuelto
3771,08/04/2025,Ocasa,Entregado
3772,12/04/2025,Moto,ENTREGADO
3774,19/03/2025,Ocasa,devuelto
3775,05/09/2025,Ocasa,Entregado
3776,24/11/2025,Correo Argentino,devuelto
3777.0,14/07/2025,Moto,Entregado
3778,18/01/2025,Correo Argentino,devuelto
3779,19/02/2025,Ocasa,devuelto
ID-3780,27/01/2025,Ocasa,ENTREGADO
3781,10/06/2025,Andreani,Entregado
3782,26/02/2025,Correo Argentino,Entregado
3784,02/02/2025,Moto,en camino
ID-3785,08/12/2025,Ocasa,Entregado
3786,20/08/2025,Andreani,ENTREGADO
3787,11/09/2025,Andreani,en camino
3788,16/09/2025,Moto,devuelto
3789,06/11/2025,Andreani,en camino
3790,05/08/2025,Ocasa,ENTREGADO
3792,24/04/2025,Ocasa,devuelto
3794,16/04/2025,Moto,en camino
ID-3795,17/11/2025,Correo Argentino,devuelto
3796,03/02/2025,Ocasa,en camino
3797,03/06/2025,Andreani,en camino
3798,22/01/2025,Moto,en camino
3799,27/11/2025,Ocasa,devuelto
3800,15/04/2025,Andreani,devuelto
3801,28/05/2025,Correo Argentino,en camino
3802,05/07/2025,Andreani,Entregado
3803,21/07/2025,Moto,ENTREGADO
3805.0,22/07/2025,Correo Argentino,devuelto
3806,14/06/2025,Andreani,devuelto
3808.0,05/02/2025,Moto,ENTREGADO
3811,02/07/2025,Ocasa,ENTREGADO
3812,26/03/2025,Ocasa,Entregado
3813,04/11/2025,Andreani,ENTREGADO
3814,30/11/2025,Andreani,en camino
3815,18/06/2025,Andreani,en camino
ID-3816,09/10/2025,Andreani,en camino
3817,13/06/2025,Andreani,Entregado
3818,04/01/2025,Moto,devuelto
3819,13/12/2025,Andreani,devuelto
3820,01/09/2025,Andreani,en camino
3821,04/06/2025,Andreani,Entregado
3822,20/06/2025,Andreani,Entregado
ID-3824,03/09/2025,Correo Argentino,devuelto
3825,06/12/2025,Moto,devuelto
3826,26/06/2025,Correo Argentino,devuelto
3827,12/01/2025,Ocasa,devuelto
3828,17/01/2025,Correo Argentino,en camino
3830,22/11/2025,Correo Argentino,Entregado
3831,10/12/2025,Andreani,Entregado
3832,27/12/2025,Correo Argentino,en camino
3834,11/02/2025,Moto,Entregado
3836,13/01/2025,Ocasa,ENTREGADO
3837,02/08/2025,Ocasa,Entregado
3838,07/05/2025,Moto,Entregado
3839,14/12/2025,Moto,devuelto
3840 ,20/05/2025,Correo Argentino,Entregado
3841,01/04/2025,Ocasa,devuelto
3842,05/12/2025,Ocasa,Entregado
3843,16/09/2025,Moto,en camino
3844,23/04/2025,Ocasa,ENTREGADO
3845,19/03/2025,Andreani,Entregado
3846,05/11/2025,Correo Argentino,Entregado
3847,20/02/2025,Ocasa,Entregado
3848,02/12/2025,Ocasa,devuelto
3849,20/12/2025,Ocasa,ENTREGADO
3850,27/07/2025,Ocasa,ENTREGADO
3851,02/11/2025,Correo Argentino,en camino
3852,20/05/2025,Moto,ENTREGADO
3853,25/05/2025,Andreani,Entregado
3854,15/10/2025,Moto,devuelto
3855,23/05/2025,Andreani,Entregado
3856,02/03/2025,Ocasa,en camino
3857,24/11/2025,Andreani,devuelto
3858,13/06/2025,Correo Argentino,ENTREGADO
3859,29/11/2025,Ocasa,devuelto
3860,11/04/2025,Andreani,Entregado
3861,02/01/2026,Correo Argentino,Entregado
3862.0,07/02/2025,Correo Argentino,Entregado
3863,10/10/2025,Moto,devuelto
3864,10/06/2025,Moto,en camino
3865,17/11/2025,Moto,ENTREGADO
3866,19/10/2025,Andreani,Entregado
3867,04/03/2025,Ocasa,devuelto
3868,02/09/2025,Correo Argentino,Entregado
3869,15/08/2025,Correo Argentino,devuelto
3870,17/08/2025,Andreani,Entregado
ID-3871,19/07/2025,Andreani,en camino
3872,07/12/2025,Correo Argentino,ENTREGADO
3873,04/07/2025,Ocasa,ENTREGADO
3874,28/01/2025,Moto,ENTREGADO
ID-3875,27/04/2025,Andreani,en camino
3876,02/12/2025,Correo Argentino,en camino
3877,12/03/2025,Correo Argentino,devuelto
3878,16/08/2025,Ocasa,ENTREGADO
3879,24/09/2025,Ocasa,Entregado
3880,24/01/2025,Moto,Entregado
3881 ,17/09/2025,Correo Argentino,devuelto
3882,16/07/2025,Andreani,devuelto
3883,20/09/2025,Correo Argentino,devuelto
3884 ,07/05/2025,Moto,ENTREGADO
3885,02/05/2025,Ocasa,Entregado
3886,26/05/2025,Andreani,devuelto
3887,11/12/2025,Ocasa,devuelto
3888,18/01/2025,Ocasa,en camino
3889,07/02/2025,Ocasa,Entregado
3890,02/08/2025,Moto,en camino
3891,25/12/2025,Ocasa,en camino
3892,15/08/2025,Correo Argentino,devuelto
3893.0,28/01/2025,Ocasa,ENTREGADO
3894,03/03/2025,Andreani,Entregado
3895,27/08/2025,Andreani,en camino
3896,19/10/2025,Correo Argentino,en camino
3897,07/12/2025,Ocasa,Entregado
3898,30/07/2025,Andreani,Entregado
3900,01/11/2025,Ocasa,devuelto
3901,06/07/2025,Ocasa,Entregado
3902,19/06/2025,Correo Argentino,Entregado
ID-3903,08/01/2025,Ocasa,en camino
3904,14/01/2025,Correo Argentino,en camino
3905,02/07/2025,Moto,Entregado
3906,22/11/2025,Ocasa,devuelto
3907,06/05/2025,Andreani,Entregado
3909.0,02/10/2025,Correo Argentino,ENTREGADO
3910,01/08/2025,Moto,Entregado
3911 ,18/02/2025,Moto,devuelto
3912,14/04/2025,Moto,Entregado
3913,25/12/2025,Andreani,devuelto
3914,28/12/2025,Ocasa,Entregado
3915,09/01/2025,Ocasa,Entregado
3917,18/05/2025,Moto,en camino
3918,01/04/2025,Correo Argentino,devuelto
3921,19/05/2025,Ocasa,en camino
3922,11/08/2025,Ocasa,Entregado
3923,06/12/2025,Moto,en camino
3924 ,14/04/2025,Moto,en camino
3925 ,03/09/2025,Moto,en camino
3926,26/02/2025,Correo Argentino,devuelto
3927,04/09/2025,Correo Argentino,devuelto
3928,08/03/2025,Moto,Entregado
3929,08/05/2025,Ocasa,en camino
3930,26/06/2025,Ocasa,ENTREGADO
3931,04/10/2025,Correo Argentino,ENTREGADO
3932,02/10/2025,Moto,en camino
3933,11/11/2025,Andreani,ENTREGADO
3934,15/01/2025,Correo Argentino,devuelto
3935 ,01/07/2025,Andreani,Entregado
3936,12/11/2025,Andreani,en camino
3937,18/04/2025,Andreani,Entregado
3938,19/12/2025,Andreani,Entregado
3939,20/04/2025,Ocasa,en camino
3940.0,21/08/2025,Correo Argentino,en camino
3941,04/12/2025,Ocasa,Entregado
3942,30/06/2025,Correo Argentino,en camino
3943,29/05/2025,Correo Argentino,ENTREGADO
3944,17/10/2025,Ocasa,en camino
3945,05/11/2025,Ocasa,ENTREGADO
3946,20/02/2025,Andreani,en camino
3947,30/04/2025,Ocasa,Entregado
3948,27/12/2025,Ocasa,ENTREGADO
3949,03/11/2025,Andreani,devuelto
3950,18/02/2025,Ocasa,en camino
3951.0 ,13/04/2025,Correo Argentino,en camino
3952.0,23/03/2025,Correo Argentino,Entregado
3953,22/02/2025,Andreani,devuelto
3954 ,25/03/2025,Andreani,ENTREGADO
3956,14/03/2025,Moto,Entregado
3957,30/10/2025,Moto,ENTREGADO
3958,30/11/2025,Andreani,ENTREGADO
3959,07/12/2025,Correo Argentino,ENTREGADO
3960,06/03/2025,Andreani,ENTREGADO
3961,15/07/2025,Correo Argentino,devuelto
3962,14/09/2025,Correo Argentino,en camino
3963,02/05/2025,Moto,devuelto
3964,01/02/2025,Moto,en camino
3966,01/04/2025,Correo Argentino,en camino
3967,29/03/2025,Andreani,en camino
3968,19/02/2025,Ocasa,Entregado
3969,11/11/2025,Moto,ENTREGADO
3970,03/04/2025,Moto,devuelto
3971,13/11/2025,Andreani,en camino
3972,20/03/2025,Ocasa,devuelto
3973,17/11/2025,Moto,en camino
3974,04/04/2025,Ocasa,Entregado
3975,29/10/2025,Ocasa,devuelto
ID-3976,13/06/2025,Ocasa,ENTREGADO
ID-3977,13/02/2025,Andreani,en camino
3978,18/10/2025,Correo Argentino,devuelto
3980,10/06/2025,Correo Argentino,en camino
3981 ,12/11/2025,Moto,Entregado
3982,04/04/2025,Ocasa,en camino
3983,27/01/2025,Moto,ENTREGADO
3984,29/10/2025,Ocasa,devuelto
3985.0,04/10/2025,Andreani,Entregado
3986,29/10/2025,Ocasa,devuelto
ID-3987,21/01/2025,Ocasa,Entregado
3988,22/03/2025,Correo Argentino,ENTREGADO
3989,11/03/2025,Ocasa,en camino
3990,03/11/2025,Moto,devuelto
3991,14/09/2025,Correo Argentino,Entregado
3992,19/08/2025,Ocasa,en camino
3993,21/02/2025,Moto,ENTREGADO
3994,14/10/2025,Ocasa,Entregado
3995,15/06/2025,Andreani,en camino
3996,14/05/2025,Correo Argentino,Entregado
ID-3997.0,06/12/2025,Ocasa,ENTREGADO
3998,12/01/2025,Ocasa,en camino
3999,09/07/2025,Ocasa,Entregado
4000,23/02/2025,Ocasa,devuelto
4002,07/06/2025,Moto,devuelto
4003,19/06/2025,Andreani,ENTREGADO
4004,20/12/2025,Andreani,en camino
4005,14/06/2025,Correo Argentino,en camino
4006 ,14/05/2025,Andreani,devuelto
4007,31/01/2025,Correo Argentino,Entregado
4009,21/12/2025,Moto,en camino
4010,23/12/2025,Correo Argentino,ENTREGADO
4011,18/11/2025,Andreani,Entregado
4012,01/06/2025,Moto,en camino
4013,27/06/2025,Andreani,Entregado
4014,08/11/2025,Ocasa,devuelto
4015,04/07/2025,Moto,Entregado
4016,21/05/2025,Correo Argentino,en camino
4017,24/08/2025,Ocasa,ENTREGADO
4018,02/01/2026,Andreani,Entregado
4019,11/03/2025,Ocasa,devuelto
4020,19/09/2025,Andreani,Entregado
4021,21/05/2025,Ocasa,ENTREGADO
4022,18/08/2025,Ocasa,ENTREGADO
4023 ,02/11/2025,Moto,en camino
4024,04/10/2025,Ocasa,Entregado
4025,29/05/2025,Moto,ENTREGADO
4026,20/05/2025,Andreani,Entregado
4027,21/09/2025,Andreani,Entregado
4028 ,04/03/2025,Andreani,en camino
4029,24/10/2025,Andreani,ENTREGADO
4030,06/11/2025,Correo Argentino,en camino
4031,27/01/2025,Correo Argentino,en camino
4032,25/11/2025,Moto,Entregado
4033,17/07/2025,Correo Argentino,ENTREGADO
4034,28/04/2025,Ocasa,Entregado
4037,01/02/2025,Andreani,Entregado
4038,26/08/2025,Ocasa,devuelto
4039.0,04/05/2025,Andreani,devuelto
4040,09/07/2025,Ocasa,en camino
4041,21/01/2025,Correo Argentino,Entregado
4042,26/11/2025,Ocasa,ENTREGADO
4043.0,19/11/2025,Ocasa,devuelto
4044,10/05/2025,Ocasa,ENTREGADO
4045,10/10/2025,Andreani,Entregado
4046,04/01/2026,Andreani,ENTREGADO
4047.0,27/07/2025,Ocasa,en camino
4048,19/02/2025,Moto,en camino
4049,30/08/2025,Ocasa,devuelto
4050,09/11/2025,Ocasa,Entregado
4051,16/11/2025,Correo Argentino,devuelto
4052,02/01/2026,Andreani,ENTREGADO
4053,24/01/2025,Correo Argentino,en camino
4054,19/12/2025,Moto,en camino
4055,01/12/2025,Andreani,devuelto
4056,07/07/2025,Andreani,Entregado
4057,13/08/2025,Ocasa,en camino
4058,19/02/2025,Ocasa,devuelto
4059,25/09/2025,Andreani,ENTREGADO
4060,26/07/2025,Moto,Entregado
4061,13/05/2025,Correo Argentino,ENTREGADO
4062,17/09/2025,Ocasa,en camino
4063,23/12/2025,Ocasa,Entregado
4064,11/06/2025,Andreani,devuelto
ID-4065,09/03/2025,Ocasa,ENTREGADO
4066,04/04/2025,Andreani,en camino
4067,27/08/2025,Ocasa,en camino
4068,12/04/2025,Correo Argentino,Entregado
4069,18/03/2025,Moto,en camino
4070,15/01/2025,Moto,ENTREGADO
4071,27/10/2025,Ocasa,Entregado
4072,17/02/2025,Andreani,devuelto
4073,13/03/2025,Ocasa,Entregado
4074,31/10/2025,Andreani,ENTREGADO
4075,07/05/2025,Ocasa,ENTREGADO
4076,29/04/2025,Correo Argentino,en camino
4077,24/08/2025,Andreani,Entregado
ID-4078,03/09/2025,Ocasa,en camino
4079,26/10/2025,Andreani,Entregado
4080,10/02/2025,Moto,devuelto
4081,22/09/2025,Ocasa,devuelto
4083,25/09/2025,Andreani,Entregado
4084,19/05/2025,Moto,en camino
4085,10/05/2025,Correo Argentino,Entregado
4086,11/11/2025,Moto,en camino
4087,11/12/2025,Moto,Entregado
ID-4088,17/04/2025,Ocasa,ENTREGADO
4090,30/04/2025,Ocasa,ENTREGADO
4091,22/09/2025,Correo Argentino,Entregado
4092,11/06/2025,Andreani,Entregado
4093,03/05/2025,Ocasa,ENTREGADO
4094,22/01/2025,Andreani,devuelto
4095,03/11/2025,Ocasa,ENTREGADO
4096,14/06/2025,Correo Argentino,Entregado
4098 ,29/08/2025,Correo Argentino,en camino
4099,26/10/2025,Moto,Entregado
4100,18/08/2025,Andreani,devuelto
4101,20/12/2025,Andreani,en camino
4102,29/08/2025,Andreani,devuelto
4103,02/03/2025,Ocasa,Entregado
4104 ,18/11/2025,Moto,ENTREGADO
4105,29/09/2025,Ocasa,ENTREGADO
4106,27/09/2025,Ocasa,devuelto
4107,30/09/2025,Correo Argentino,Entregado
4108,16/06/2025,Moto,Entregado
4109.0,01/07/2025,Andreani,devuelto
4110,03/04/2025,Andreani,en camino
4111,06/01/2026,Andreani,ENTREGADO
4112,26/01/2025,Moto,Entregado
ID-4114,04/08/2025,Andreani,en camino
4115,26/01/2025,Andreani,devuelto
4116,07/02/2025,Correo Argentino,devuelto
4117,04/01/2026,Correo Argentino,devuelto
4118,22/08/2025,Andreani,devuelto
4119,02/01/2026,Correo Argentino,ENTREGADO
4120,21/12/2025,Moto,en camino
4121,20/05/2025,Ocasa,ENTREGADO
4122,19/12/2025,Moto,ENTREGADO
4124,13/03/2025,Correo Argentino,en camino
4125,27/04/2025,Ocasa,Entregado
4126.0,05/12/2025,Andreani,Entregado
4127,08/10/2025,Ocasa,en camino
4128,15/09/2025,Andreani,devuelto
4129,24/11/2025,Correo Argentino,ENTREGADO
4130,01/11/2025,Ocasa,devuelto
4131,31/08/2025,Correo Argentino,en camino
4132 ,16/11/2025,Correo Argentino,devuelto
4133,14/03/2025,Moto,Entregado
4134,12/05/2025,Ocasa,en camino
4135,26/09/2025,Andreani,en camino
4136,09/04/2025,Andreani,Entregado
4137,25/06/2025,Andreani,ENTREGADO
4138,04/06/2025,Andreani,devuelto
4139,26/09/2025,Moto,devuelto
4140 ,04/11/2025,Correo Argentino,Entregado
4141,21/04/2025,Andreani,ENTREGADO
4142,16/01/2025,Ocasa,en camino
4143,14/10/2025,Andreani,Entregado
4144,25/01/2025,Andreani,Entregado
4145,09/12/2025,Correo Argentino,en camino
4146,23/03/2025,Andreani,en camino
4147,05/06/2025,Andreani,ENTREGADO
4148,24/08/2025,Correo Argentino,devuelto
4149,15/01/2025,Andreani,en camino
4150,06/09/2025,Ocasa,en camino
4151,24/11/2025,Ocasa,ENTREGADO
4152,16/02/2025,Andreani,devuelto
4153,19/07/2025,Correo Argentino,ENTREGADO
4155,08/06/2025,Correo Argentino,devuelto
4156,08/08/2025,Ocasa,en camino
4157,13/12/2025,Andreani,Entregado
4158,24/02/2025,Correo Argentino,Entregado
4159,31/10/2025,Andreani,ENTREGADO
4160,01/08/2025,Andreani,Entregado
4161,06/03/2025,Correo Argentino,devuelto
4162,14/11/2025,Correo Argentino,Entregado
4163,02/02/2025,Moto,Entregado
4165,15/07/2025,Andreani,en camino
4166,25/08/2025,Ocasa,ENTREGADO
4167,16/09/2025,Ocasa,devuelto
4168,09/05/2025,Andreani,Entregado
4170,03/07/2025,Moto,ENTREGADO
4171.0,28/11/2025,Correo Argentino,ENTREGADO
4172,12/02/2025,Moto,Entregado
4173,15/08/2025,Andreani,ENTREGADO
4174,01/10/2025,Correo Argentino,ENTREGADO
4175,15/10/2025,Andreani,en camino
4176,25/09/2025,Andreani,ENTREGADO
4177,22/06/2025,Andreani,devuelto
4178,21/11/2025,Correo Argentino,en camino
4179,30/10/2025,Ocasa,devuelto
4180,11/12/2025,Moto,en camino
4181,25/01/2025,Correo Argentino,ENTREGADO
4182,15/08/2025,Ocasa,ENTREGADO
4183,03/08/2025,Ocasa,ENTREGADO
4184,22/09/2025,Correo Argentino,ENTREGADO
4185,04/02/2025,Moto,devuelto
4186,25/11/2025,Moto,ENTREGADO
4187,11/10/2025,Correo Argentino,en camino
4188,10/12/2025,Ocasa,en camino
4189,15/06/2025,Correo Argentino,devuelto
4190,25/02/2025,Andreani,en camino
4191,24/05/2025,Andreani,Entregado
4192,10/04/2025,Ocasa,en camino
4193,19/11/2025,Ocasa,ENTREGADO
4194,12/09/2025,Ocasa,en camino
4195,26/11/2025,Andreani,en camino
4196,02/11/2025,Moto,en camino
4197,12/11/2025,Ocasa,en camino
4198,14/09/2025,Moto,ENTREGADO
4199,14/07/2025,Correo Argentino,en camino
4200,05/12/2025,Correo Argentino,devuelto
4201,05/03/2025,Moto,Entregado
4202,08/01/2025,Ocasa,devuelto
4204,21/12/2025,Correo Argentino,devuelto
4205,01/05/2025,Andreani,en camino
4206,01/06/2025,Moto,Entregado
4207 ,12/10/2025,Moto,en camino
4208,17/02/2025,Andreani,Entregado
4209,28/09/2025,Correo Argentino,Entregado
4210,07/06/2025,Correo Argentino,devuelto
4211,18/04/2025,Andreani,en camino
4212,12/03/2025,Correo Argentino,Entregado
4213,03/05/2025,Andreani,Entregado
ID-4214,05/09/2025,Correo Argentino,ENTREGADO
4215,01/11/2025,Correo Argentino,Entregado
4216,01/09/2025,Moto,devuelto
4217,27/01/2025,Ocasa,Entregado
4218,05/06/2025,Moto,Entregado
4219,03/02/2025,Andreani,devuelto
4220,02/03/2025,Andreani,en camino
ID-4221,30/04/2025,Ocasa,en camino
4222,07/05/2025,Andreani,en camino
4223,22/06/2025,Andreani,en camino
4224,27/08/2025,Ocasa,Entregado
4226,09/03/2025,Moto,devuelto
4227.0,20/10/2025,Ocasa,ENTREGADO
4228,20/08/2025,Correo Argentino,Entregado
4230,06/11/2025,Correo Argentino,en camino
4231,10/02/2025,Ocasa,en camino
4232,21/12/2025,Andreani,en camino
4233,07/10/2025,Ocasa,en camino
4235,27/11/2025,Andreani,Entregado
4236,28/08/2025,Ocasa,en camino
4237,24/08/2025,Ocasa,devuelto
4238,11/01/2025,Ocasa,devuelto
4239 ,09/11/2025,Moto,devuelto
4240,28/01/2025,Ocasa,devuelto
4241,18/04/2025,Moto,Entregado
4242,10/06/2025,Correo Argentino,Entregado
4243,31/07/2025,Moto,en camino
4244.0,27/03/2025,Ocasa,devuelto
4245,02/10/2025,Andreani,en camino
4246,07/01/2026,Correo Argentino,devuelto
4247,22/12/2025,Andreani,en camino
4248.0,04/12/2025,Ocasa,en camino
4249,09/04/2025,Moto,devuelto
4250,02/02/2025,Moto,Entregado
4251,06/12/2025,Correo Argentino,en camino
4252,20/03/2025,Ocasa,devuelto
4253,02/12/2025,Ocasa,devuelto
4254,31/05/2025,Correo Argentino,en camino
4255,29/01/2025,Correo Argentino,ENTREGADO
4256,07/01/2025,Moto,devuelto
4257,10/03/2025,Ocasa,ENTREGADO
4259,28/06/2025,Andreani,Entregado
4260,03/05/2025,Moto,en camino
ID-4261,16/03/2025,Ocasa,Entregado
4262,29/09/2025,Ocasa,Entregado
4263,20/12/2025,Andreani,en camino
4264,29/08/2025,Moto,ENTREGADO
4265,17/03/2025,Moto,ENTREGADO
4266,30/08/2025,Ocasa,en camino
4267.0,11/02/2025,Andreani,ENTREGADO
4268,07/02/2025,Andreani,en camino
4269,18/06/2025,Ocasa,Entregado
4270,08/06/2025,Andreani,devuelto
4272 ,06/05/2025,Andreani,ENTREGADO
4273,30/08/2025,Andreani,ENTREGADO
4274,01/12/2025,Andreani,Entregado
4275.0,23/03/2025,Andreani,devuelto
4276,17/08/2025,Andreani,ENTREGADO
4277,25/06/2025,Correo Argentino,Entregado
4278,14/02/2025,Ocasa,ENTREGADO
4279,01/06/2025,Andreani,Entregado
4280,01/02/2025,Ocasa,devuelto
4281,25/11/2025,Correo Argentino,Entregado
4283,16/08/2025,Moto,Entregado
4284,17/12/2025,Ocasa,ENTREGADO
4285,26/11/2025,Correo Argentino,ENTREGADO
4286,07/07/2025,Moto,ENTREGADO
4287,27/06/2025,Andreani,en camino
4288,25/11/2025,Ocasa,Entregado
4289,23/04/2025,Andreani,Entregado
4290,17/12/2025,Ocasa,Entregado
4291,07/11/2025,Andreani,devuelto
4292,04/12/2025,Correo Argentino,devuelto
4294 ,25/11/2025,Andreani,devuelto
4295 ,05/11/2025,Moto,devuelto
4296,08/02/2025,Moto,ENTREGADO
4297,22/08/2025,Moto,devuelto
4298,20/07/2025,Andreani,devuelto
4299 ,07/12/2025,Ocasa,Entregado
4300,03/01/2026,Andreani,devuelto
4302,08/06/2025,Ocasa,ENTREGADO
4303,20/01/2025,Ocasa,Entregado
4304,08/09/2025,Correo Argentino,en camino
4305,17/07/2025,Andreani,Entregado
4306,21/12/2025,Ocasa,en camino
4307,28/11/2025,Ocasa,en camino
4308,02/04/2025,Correo Argentino,en camino
4309,21/01/2025,Ocasa,devuelto
4310,27/10/2025,Correo Argentino,devuelto
4311,29/06/2025,Ocasa,ENTREGADO
